id,nazov_piva,pivovar,pivovar_id_1,pivovar_id_2,sezonnost,skupina_piv,styl,kategoria1,kategoria2,kategoria3,podkategoria
187,BeerLab Hop Stop Session IPA,Sibeeria,507,NULL,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
188,BeerLab Midnight Porter,Sibeeria,507,NULL,Neuvedené,Neuvedené,English Porter ( Porter ),Ale,Dark,NULL,Porter
189,BeerLab One Half,Sibeeria,507,NULL,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
190,BeerLab Say Goodbye,Sibeeria,507,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
191,BeerLab Say Wow!,Sibeeria,507,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
192,BeerLab Sexy Saison,Sibeeria,507,NULL,Neuvedené,Neuvedené,Saison,Ale,NULL,NULL,Saison
193,BeerLab X-Rye Saison,Sibeeria,507,NULL,Neuvedené,žitné pivo,"Belgian IPA ( India Pale Ale , Ale ) Saison",Ale,NULL,NULL,"Belgian, IPA, Saison"
194,Beeruška ostružina / malina,Beerokracie,233,NULL,Neuvedené,"ostružinové pivo ( ovocné pivo , ochucené pivo ) malinové pivo ( ovocné pivo , ochucené pivo )",Gose,Ale,Sour,NULL,Gose
195,Rumová pralinka,Beerware,824,NULL,domovarnictví,ochucené pivo,Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
196,Bělečská Carevna,U Hušků,200,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
197,Bělečská Jiskra,U Hušků,200,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
198,Bělečský Car,U Hušků,200,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
199,Bělečský Car Včelka,U Hušků,200,NULL,Neuvedené,medové pivo ( ochucené pivo ),světlý ležák,Lager,NULL,NULL,NULL
200,Beránek,Velké Březno,677,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
201,Černá ovce 14,Beránek,165,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
202,Ovečka Speciál ze zeleného chmele,Beránek,165,NULL,Neuvedené,wet hop,světlý ležák,Lager,NULL,NULL,NULL
203,Světlý speciál 14,Beránek,165,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
204,Beranova Double IPA,Beranův pivovar,202,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
205,Beranova Polotmavá dvanáctka,Beranův pivovar,202,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
206,Beranova První 11°,Beranův pivovar,202,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
207,Beranova Session IPA,Beranův pivovar,202,NULL,Neuvedené,single hop,"Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
208,APA,Berko,166,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
209,Bavorská 11°,Berko,166,NULL,Neuvedené,Neuvedené,polotmavý ležák Dunkel,Lager,NULL,NULL,"Dunkel, Polotmavý"
210,11,Bernard,680,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
211,Bezlepkový ležák,Bernard,680,NULL,Neuvedené,bezlepkové pivo,světlý ležák,Lager,NULL,NULL,NULL
212,Bílé pivo,Bernard,680,NULL,vánoční,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
213,Bohemian Ale,Bernard,680,NULL,Neuvedené,"koriandrové pivo ( kořeněné pivo , ochucené pivo )","Belgian Strong Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
214,Bohemian Ale 11,Bernard,680,NULL,Neuvedené,Neuvedené,"Belgian Pale Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
215,Černá lavina,Bernard,680,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
216,černý ležák 12,Bernard,680,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
217,IPA,Bernard,680,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
218,Jantarový ležák 12,Bernard,680,NULL,Neuvedené,Neuvedené,polotmavý ležák řezaný ležák,Lager,NULL,NULL,Polotmavý
219,Kvasnicové pivo 10 / Kvasnicová desítka,Bernard,680,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
220,Fairytale,Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
221,Monasterium,Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,"Dubbel ( Belgian Strong Ale , Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
222,Schönbier,Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,Vienna Lager,Lager,NULL,NULL,NULL
223,Silvio Pellico,Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
224,Smoked Porter,Albert kočovný pivovar,83,NULL,Neuvedené,nakuřované pivo,Porter,Ale,Dark,NULL,Porter
225,Šalina,Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
226,Štatl Bitter Pale Ale,Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
227,Vendetta IPA (Buzzy Bomb),Albert kočovný pivovar,83,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
228,Zimní varování IPA 15,Albert kočovný pivovar,83,NULL,zimní,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
229,Albrecht 10%,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
230,Albrecht 10° Vital Desítka,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,single hop,světlé výčepní,Lager,NULL,NULL,NULL
231,Albrecht 11,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
232,Albrecht 11 Karel,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
233,Albrecht 11 Mas Querido Brown Ale,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"English Brown Ale ( Brown Ale , Ale )",Ale,NULL,NULL,Brown Ale
234,Albrecht 11 Valdštejnský speciál,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
235,Albrecht 11° Bohemia,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,single hop,světlý ležák,Lager,NULL,NULL,NULL
236,Albrecht 11° Kazbek,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,single hop,světlý ležák,Lager,NULL,NULL,NULL
237,Albrecht 11° Polaris,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,single hop,světlý ležák,Lager,NULL,NULL,NULL
238,Albrecht 11° Rubín,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,single hop,světlý ležák,Lager,NULL,NULL,NULL
239,Albrecht 11° Saaz Late,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,single hop,světlý ležák,Lager,NULL,NULL,NULL
240,Kvasnicový ležák 11°,Bernard,680,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
241,nefiltrovaná 10,Bernard,680,NULL,Neuvedené,Neuvedené,světlé výčepní Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
242,nefiltrovaná 11,Bernard,680,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
243,nefiltrovaná 12,Bernard,680,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
244,nefiltrovaná 14,Bernard,680,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
245,Polotmavá 12,Bernard,680,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
246,Polotmavý ležák 11°,Bernard,680,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
247,s čistou hlavou Free,Bernard,680,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
248,s čistou hlavou Jantar,Bernard,680,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
249,s čistou hlavou Švestka,Bernard,680,NULL,Neuvedené,"švestkové pivo ( ovocné pivo , ochucené pivo )",nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
250,s čistou hlavou Višeň,Bernard,680,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
251,Sváteční ležák 12,Bernard,680,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
252,světlý ležák,Bernard,680,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
253,Světlý ležák 12,Bernard,680,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
254,výčepní,Bernard,680,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlé výčepní,Lager,NULL,NULL,Pilsner
255,Cyklopivo 8°,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
256,"Cyklopivo 9,5°",Berounský medvěd,549,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
257,Grizzly,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
258,Klepáček,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
259,Lord,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
260,Medový (Honzovo medové),Berounský medvěd,549,NULL,Neuvedené,medové pivo ( ochucené pivo ),polotmavý ležák,Lager,NULL,NULL,Polotmavý
261,Tmavý speciál,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
262,Zlatý kůň,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
263,Zlatý kůň filtrovaný,Berounský medvěd,549,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
264,Bertold 11%,Platan Protivín,36,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
265,Bertold Ležák (Holba),Holba,297,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
266,Bertold Ležák (Platan),Platan Protivín,36,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
267,Bertold Nealko,Platan Protivín,36,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
268,Bertold Premium Ležák,Jihlava,695,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
269,"Bertold Světlé výčepní pivo 3,5%",Nymburk,594,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
270,"Bertold Světlé výčepní pivo 4,1%",Nymburk,594,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
271,Bertold Světlé výčepní pivo 4%,Platan Protivín,36,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
272,Abel Tasman IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
273,Anglán Ale,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
274,April Red Ale,Beskydský pivovárek,234,NULL,jarní,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
275,Autumn Strong Ale,Beskydský pivovárek,234,NULL,podzimní,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
276,Advent IPA,Beskydský pivovárek / Bad Flash,234,431,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
277,Dark Mind,Beskydský pivovárek / Bad Flash,234,431,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
278,Free Style IPA,Beskydský pivovárek / Bad Flash,234,431,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
279,Horal IPA,Beskydský pivovárek / Bad Flash,234,431,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
280,Merry Xmas,Beskydský pivovárek / Bad Flash,234,431,vánoční,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
281,Summer Trip,Beskydský pivovárek / Bad Flash,234,431,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
282,Uhlí a Bonbóny,Beskydský pivovárek / Bad Flash,234,431,mikulášské,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
283,Beskydian bandit,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
284,Beskydská desítka,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
285,Beskydské hořké,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
286,ležák,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
287,smrkáč,Beskydský pivovárek,234,NULL,Neuvedené,nakuřované pivo,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
288,Black Magic IPA,Beskydský pivovárek,234,NULL,filipojakubské (pálení čarodějnic),Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
289,Desítka Ale,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,Golden Ale ( Ale ),Ale,NULL,NULL,Blond/Golden
290,Elefant Double IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
291,James Cook IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
292,Ježíšek,Beskydský pivovárek,234,NULL,vánoční,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
293,Key West IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
294,Ležák medový,Beskydský pivovárek,234,NULL,Neuvedené,medové pivo ( ochucené pivo ),světlý ležák,Lager,NULL,NULL,NULL
295,Lissa Huera IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
296,Mikulášský Speciál Red IPA,Beskydský pivovárek,234,NULL,mikulášské,Neuvedené,"Red IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
297,New Zeeland Amber IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"Red IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
298,Pivní rozmanitost světlý ležák,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
299,Pompano,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
300,Red Ale,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
301,Sametová Sedmnáctka,Beskydský pivovárek,234,NULL,podzimní,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
302,Single Hop IPA Belma,Beskydský pivovárek,234,NULL,Neuvedené,single hop,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
303,Single Hop IPA Bravo,Beskydský pivovárek,234,NULL,Neuvedené,single hop,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
304,Spring IPA,Beskydský pivovárek,234,NULL,jarní,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
305,Stout,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,Stout,Ale,Dark,NULL,Stout
306,Summer Day Ale,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
307,Summer Day Strong Ale,Beskydský pivovárek,234,NULL,letní,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
308,Svatomartinská IPA,Beskydský pivovárek,234,NULL,svatomartinské,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
309,Svatováclavský Sváteční Speciál,Beskydský pivovárek,234,NULL,svatováclavské,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
310,Triple Elephant,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
311,Vánoční speciál pod stromeček Semi Dark IPA,Beskydský pivovárek,234,NULL,vánoční,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
312,Victorie,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"English IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
313,Višňový ležák,Beskydský pivovárek,234,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",světlý ležák,Lager,NULL,NULL,NULL
314,Washington IPA,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
315,Yakima Walley,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,Premium Lager India Pale Lager,Lager,NULL,NULL,IPL
316,Yellow Leaf,Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
317,Zázvorový Ale,Beskydský pivovárek,234,NULL,Neuvedené,zázvorové pivo ( ochucené pivo ),Pale Ale ( Ale ),Ale,NULL,NULL,NULL
318,Zbuj (Rubač),Beskydský pivovárek,234,NULL,Neuvedené,Neuvedené,polotmavý ležák Vienna Lager,Lager,NULL,NULL,Polotmavý
319,Bešťák,Městský Podorlický pivovar Rychnov,182,NULL,jednorázová várka,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
320,Grizzlice polotmavá 12°,Bezděkov,376,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
321,Grizzly světlá 12°,Bezděkov,376,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
322,Medvěd světlá 10°,Bezděkov,376,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
323,Letní Jiřík 12,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,Premium Lager,Lager,NULL,NULL,NULL
324,American Pale Ale,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
325,B-Ale 12°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
326,B-Ale 15° (2013),Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
327,B-Ejl 15°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
328,Cykloejl,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
329,Černý speciál,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
330,Hejhula,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
331,Hořkejl,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
332,Jantarový Ale,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
333,Kaliforňan,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
334,Klíčovská polotmavá 11°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
335,Klíčovská polotmavá 14°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
336,Koloušek 13°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
337,Likvidátor,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
338,Pšeničný Koloušek 12°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
339,Stout,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,Stout,Ale,Dark,NULL,Stout
340,Světlý ležák 12°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
341,Tmavý Koloušek 13°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,Dunkelweizen,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
342,Tmavý pšeničný Koloušek 12°,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,Dunkelweizen,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
343,Vídeňák,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,světlý ležák Vienna Lager,Lager,NULL,NULL,NULL
344,Výroční Klíčák,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
345,Výroční Likvidátor,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
346,Weizenbock,Školička - Minipivovar Beznoska,520,NULL,Neuvedené,Neuvedené,Heller Weizenbock ( Weizenbock ),Ale,Wheat,NULL,Wheat Ale
347,Birell,Radegast,273,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
348,Birell bez lepku,Radegast,273,NULL,Neuvedené,bezlepkové pivo,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
349,Birell Botanicals Bezový květ s tymiánem a citrónem,Radegast,273,NULL,Neuvedené,bezové pivo ( ochucené pivo ),nealko ležák ( nealkoholické pivo ) pivní mix,Lager,Non-alco,NULL,NULL
350,Birell Botanicals Zelený čaj s jasmínem a bergamotem,Radegast,273,NULL,Neuvedené,čajové pivo ( ochucené pivo ),nealko ležák ( nealkoholické pivo ) pivní mix,Lager,Non-alco,NULL,NULL
351,Birell Polotmavé,Radegast,273,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
352,Birell polotmavý citron,Radegast,273,NULL,Neuvedené,"citrónové pivo ( ovocné pivo , ochucené pivo )",nealko ležák ( nealkoholické pivo ) radler ( pivní mix ),Lager,Non-alco,NULL,Radler
353,Birell Pomelo & Grep,Radegast,273,NULL,Neuvedené,"grapefruitové pivo ( ovocné pivo , ochucené pivo )",nealko ležák ( nealkoholické pivo ) radler ( pivní mix ),Lager,Non-alco,NULL,Radler
354,Birell stylu IPA,Plzeňský Prazdroj,403,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
355,Birell Za studena chmelený,Plzeňský Prazdroj,403,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
356,Birell Zázvor,Radegast,273,NULL,Neuvedené,zázvorové pivo ( ochucené pivo ),nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
357,Birell zelený ječmen,Radegast,273,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
358,pivovar letní 14° polotmavý speciál,Biskupský minipivovar U sv. Štěpána,640,NULL,letní,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
359,pivovar Litoměřice Ale Somer,Biskupský minipivovar U sv. Štěpána,640,NULL,letní,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
360,pivovar Litoměřice Děkan,Biskupský minipivovar U sv. Štěpána,640,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
361,pivovar Litoměřice Jezule,Biskupský minipivovar U sv. Štěpána,640,NULL,vánoční,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
362,pivovar Litoměřice Polotmavý speciál 13,Biskupský minipivovar U sv. Štěpána,640,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
