id,nazev_pivovaru,detail_nazvu,zeme,typ,mesto,kraj,adresa,zalozeno,ico,ico_obchodni_jmeno,web,prodejna,prodejna_vycap
267,Pivovarský dům Ostrava / Biovar,NULL,Česká republika,minipivovar,Ostrava,Moravskoslezský kraj,"Přívozská 34, Ostrava",2007,69243824,Jiří Štverka fyzická osoba,pivovarskydumostrava.webnode.cz,1,1
268,Pod Kyčmolem / Minipivovar v Lomné,NULL,Česká republika,restaurační pivovar,Horní Lomná,Moravskoslezský kraj,"Horní Lomná 140, Horní Lomná",2011,NULL,NULL,https://www.visionhotels.cz/hotelpodkycmolem-beskydy/gastronomie/pivovar/?utm_source=google&utm_medium=cpc&utm_campaign=PER_PMAX_MIX_CZ~Ky%C4%8Dmol&utm_id=21327209028&gad_source=1&gad_campaignid=21327218574&gbraid=0AAAAA9eLxXgf6tI4OLN29rm9ijuaMZHC4&gclid=Cj0KCQjw2MbPBhCSARIsAP3jP9xbT72saEAWsDaeyPq0kNnD9PKquG68NfrKO1bQjoiv1PO9DdgAsTgaAp95EALw_wcB,1,1
269,Podhorský pivovar,NULL,Česká republika,uzavřený pivovar,Frýdlant nad Ostravicí,Moravskoslezský kraj,"Náměstí 1, Frýdlant nad Ostravicí",2013,NULL,NULL,NULL,0,0
270,Polivar,NULL,Česká republika,restaurační pivovar,Kopřivnice,Moravskoslezský kraj,"Štefánikova 1323, Kopřivnice",2015,24538582,Minipivovar POLIVAR s.r.o.,https://www.facebook.com/minipivovarpolivar/?locale=cs_CZ,0,1
271,První havířovský minipivovar,NULL,Česká republika,uzavřený pivovar,Havířov,Moravskoslezský kraj,"Selská 8a, Havířov",2015,NULL,NULL,NULL,0,0
272,Radas,NULL,Česká republika,minipivovar,Střítež,Moravskoslezský kraj,Střítež 98,2013,25914499,RADAS COLLECTION STIL s.r.o.,https://www.radas.cz,NULL,NULL
273,Radegast,Asahi,Česká republika,průmyslový pivovar,Nošovice,Moravskoslezský kraj,"Nošovice 238, Nošovice",1970,60043750,"ZO NOS PPP Plzeňský Prazdroj a.s., Pivovar Radegast",https://www.radegast.cz/,0,NULL
274,Restaurace a pivovar Kohutka,NULL,Česká republika,restaurační pivovar,Vyšní Lhoty,Moravskoslezský kraj,Vyšní Lhoty 197,2013,73023370,Ivana Březinová fyzická osoba,www.restauracekohutka.cz,1,1
275,Skřečoňský Žabák,NULL,Česká republika,minipivovar,Bohumín,Moravskoslezský kraj,"Blatná 554, Bohumín-Skřečoň",2011,7524391,SKŘEČOŇSKÝ ŽABÁK s.r.o.,https://skreconskyzabak.cz,1,0
276,Slezan,NULL,Česká republika,minipivovar,Leskovec,Moravskoslezský kraj,"Pivovar Slezan, Březová",2006,495824,"Tělovýchovná jednota Slezan Frýdek-Místek, z.s.",https://pivovarslezan.cz,1,1
277,Slezský pivovar / Hostinec U Balona,NULL,Česká republika,restaurační pivovar,Havířov,Moravskoslezský kraj,"Selská 1329, Havířov",2014,NULL,NULL,https://ubalona.cz/,1,1
278,Starobělský pivovar,NULL,Česká republika,minipivovar,Ostrava,Moravskoslezský kraj,"Proskovická 1169/215, Ostrava",2014,28658043,"STAROBĚLSKÝ PIVOVAR, a.s.",https://www.sbpivovar.cz,1,1
279,Šenov,NULL,Česká republika,minipivovar,Šenov,Moravskoslezský kraj,"Obecní 6, 73934 Šenov",2019,297291,Město Šenov,https://www.pivovar-senov.cz/,1,1
280,Troll,NULL,Česká republika,minipivovar,Ostrava,Moravskoslezský kraj,"Orlovská 778/143, Ostrava",2019,46580433,PIVOVAR TROLL s.r.o.,https://www.pivotroll.cz/,1,1
281,Upside Down Brewing,NULL,Česká republika,létající pivovar,Ostrava,Moravskoslezský kraj,"Ostrava, Česko",2024,NULL,piwa.cz s.r.o.,https://www.facebook.com/UpsideDownBrewery,0,0
282,Valašský pivovar v Kozlovicích,NULL,Česká republika,uzavřený pivovar,Kozlovice,Moravskoslezský kraj,"Kozlovice 1, Kozlovice",2008,NULL,Moravian food & beer s.r.o.,https://valasskypivovar.cz,0,0
283,Venuše,NULL,Česká republika,uzavřený pivovar,Havířov,Moravskoslezský kraj,"Jílová 2, Havířov",2014,1096613,Venuše Dudyová Weinholdová,https://pivovarvenuse.cz,0,0
284,Zámek Zábřeh - Pivovar Pikard,NULL,Česká republika,restaurační pivovar,Ostrava,Moravskoslezský kraj,"ul. U Zámku 42/1, Ostrava Jih - Zábřeh",2007,NULL,NULL,https://www.zamek-zabreh.cz/cs/restaurace-a-pivovar,1,1
285,Zenke,NULL,Česká republika,minipivovar,Ženklava,Moravskoslezský kraj,Ženklava 210,2017,NULL,Daniel Buzek fyzická osoba,https://zenke.cz,1,1
286,Zobak,NULL,Česká republika,restaurační pivovar,Bílovec,Moravskoslezský kraj,"Ostravská 5, Bílovec",2012,NULL,Petr Holub fyzická osoba,https://pivovarzobak.cz,0,1
287,Žíznivý dromedár,NULL,Česká republika,restaurační pivovar,Ostrava,Moravskoslezský kraj,"Alberta Kučery 1274/14, 70030 Ostrava - Hrabůvka",2018,6965580,Žíznivý dromedár s.r.o.,https://www.ziznivydromedar.cz/,1,1
288,Albert Michler Akciový Pivovar,NULL,Česká republika,minipivovar,Bernartice u Javorníka,Olomoucký kraj,"Buková 110, Bernartice u Javorníka, Česko",2023,NULL,Silezia Craft Brewery a.s.,https://albertmichlerpivovar.cz,1,1
289,Axiom,NULL,Česká republika,minipivovar,Prostějov,Olomoucký kraj,"Průmyslová 3, 796 01 Prostějov",2019,6190774,AXIOM BREWERY s.r.o.,https://www.axiomtech.cz/,1,NULL
290,Blázen na čepu,NULL,Česká republika,létající pivovar,Bludov,Olomoucký kraj,"Bludov, Olomoucký kraj, Česká republika",2019,NULL,Vlastislav Kubíček fyzická osoba,https://www.facebook.com/blazennacepu/?locale=cs_CZ,0,0
291,Bravůr,uzavřeno,Česká republika,uzavřený pivovar,Loučná nad Desnou,Olomoucký kraj,"Filipová 65, Loučná nad Desnou",2009,NULL,Rodinný pivovar Bravůr,NULL,0,0
292,Buchťák,NULL,Česká republika,restaurační pivovar,Olomouc,Olomoucký kraj,"Nemilany 308, Olomouc",2020,8125686,Lepší pivovar s.r.o.,buchtak.cz,0,1
293,Castellum Brewery,NULL,Česká republika,létající pivovar,Kostelec na Hané,Olomoucký kraj,"Třebízského 508,  Kostelec na Hané",2022,6191771,Endlesspeak s.r.o.,https://castellumbrewery.cz,0,0
294,Cestář,NULL,Česká republika,restaurační pivovar,Ostružná,Olomoucký kraj,Ostružná 41,2016,4437675,Novák a dcery s.r.o.,https://www.pivovarcestar.cz/,0,1
295,Hanácký pivovar,NULL,Česká republika,minipivovar,Olomouc,Olomoucký kraj,"Šlechtitelů 139/14, Olomouc - Holice",2017,27772063,"Hanácký pivovar, s.r.o.",http://www.hanackypivovar.cz/cz,1,1
296,Helf,Osečan,Česká republika,minipivovar,Osek nad Bečvou,Olomoucký kraj,Osek nad Bečvou 423,2012,NULL,Lipas s.r.o.,https://pivovarhelf.cz,1,1
297,Holba,NULL,Česká republika,průmyslový pivovar,Hanušovice,Olomoucký kraj,"Pivovarská 261, Hanušovice",1874,982580,Jakub Holba,https://www.holba.cz/,1,1
298,Hostinský pivovar Moritz,NULL,Česká republika,restaurační pivovar,Olomouc,Olomoucký kraj,"Nešverova 2, Olomouc",2006,27772306,"Hostinský pivovar Moritz, a.s.",https://www.hostinec-moritz.cz,NULL,1
299,Chomout,NULL,Česká republika,restaurační pivovar,Olomouc,Olomoucký kraj,"Dalimilova 18/92, Olomouc",2014,1446142,CHOMOUT prodej s.r.o.,https://pivochomout.cz,1,1
300,Chors,NULL,Česká republika,minipivovar,Černotín,Olomoucký kraj,"Černotín 45, 75368 Černotín",2018,6915426,Pivovar CHORS s.r.o.,https://www.pivovar-chors.cz/,1,NULL
301,Jadrníček,NULL,Česká republika,restaurační pivovar,Náměšť na Hané,Olomoucký kraj,"Komenského 318, Náměšť na Hané",2015,3244032,Luboš Jadrníček,https://jadrnicek.cz/cs,0,1
302,Jeseník,NULL,Česká republika,uzavřený pivovar,Jeseník,Olomoucký kraj,"Otakara Březiny 1369/002B, Jeseník",2011,53571,Stavební bytové družstvo Jeseník,NULL,0,0
303,Jižan,NULL,Česká republika,uzavřený pivovar,Přerov,Olomoucký kraj,"Jižní čtvrť III/11, Přerov",2016,22707930,Spolek Osada Jižan,NULL,0,0
304,Kobeřice,NULL,Česká republika,minipivovar,Hradčany-Kobeřice,Olomoucký kraj,"Kobeřice 60, Hradčany-Kobeřice",2017,300241,Obec Kobeřice,NULL,NULL,NULL
305,Kobzuv pivovar,NULL,Česká republika,létající pivovar,Bludov,Olomoucký kraj,"Bohutínská 913, Bludov, Česko",2023,NULL,ROLKO BLUDOV s.r.o.,https://www.kobzuvpivovar.cz/,1,0
306,Kojetín,NULL,Česká republika,restaurační pivovar,Kojetín,Olomoucký kraj,"Kroměřížská 109, Kojetín I-Město, 752 01 Kojetín",2022,9842039,"Měšťanský pivovar Kojetín, a.s.",https://pivovarkojetin.cz/cs_cz/,NULL,1
307,Koliba & pivovar U Tří králů,NULL,Česká republika,restaurační pivovar,Prostějov,Olomoucký kraj,"Finská ulice 8, Prostějov",2011,NULL,NULL,https://kolibaprostejov.cz/,1,1
308,Kosíř,NULL,Česká republika,restaurační pivovar,Lhota pod Kosířem,Olomoucký kraj,Lhota pod Kosířem 10,2014,3277291,Pivovar KOSÍŘ s.r.o.,https://www.facebook.com/pivovarkosir/?locale=cs_CZ,0,1
309,Lipník,NULL,Česká republika,restaurační pivovar,Lipník nad Bečvou,Olomoucký kraj,"Novosady 164, Lipník nad Bečvou",2004,97811,"Technické služby Lipník nad Bečvou, příspěvková organizace",https://pivovarlipnik.cz:443/?lang=cs,1,1
310,Litovel,NULL,Česká republika,průmyslový pivovar,Litovel,Olomoucký kraj,"Palackého 934, Litovel",1893,299138,Město Litovel,https://www.litovel.cz/cs/,1,1
311,Mazal,NULL,Česká republika,uzavřený pivovar,Prostějov,Olomoucký kraj,"Josefa Hory 347/2, Prostějov - Vrahovice",2014,5087457,Jiří Mazal,https://mazal.com,0,0
312,Minipivovar a restaurace Kolštejn,NULL,Česká republika,restaurační pivovar,Branná,Olomoucký kraj,"Branná 56, Branná",2013,NULL,NULL,https://kolstejn.cz/minipivovar/,1,1
313,Minipivovar Olomouc - Svatý Kopeček,NULL,Česká republika,minipivovar,Olomouc,Olomoucký kraj,"Krejčího 122/4, Olomouc-Svatý Kopeček",2012,NULL,NULL,https://svatokopeckepivo.cz/,1,1
314,Náměšťský pivovar,NULL,Česká republika,restaurační pivovar,Náměšť na Hané,Olomoucký kraj,"Zákostelí 77, Náměšť na Hané",2020,NULL,Roman Zbořil fyzická osoba,https://www.namestskypivovar.cz/,0,1
315,Němčice,NULL,Česká republika,restaurační pivovar,Němčice Nad Hanou,Olomoucký kraj,"Masarykova 665, 79827 Němčice Nad Hanou",2019,288497,Město Němčice nad Hanou,https://pivovar-nemcice.cz/,1,1
316,Ničitel,NULL,Česká republika,létající pivovar,Velká Bystřice,Olomoucký kraj,"Loučná 739, Velká Bystřice",2020,NULL,Pivovar Ničitel,https://pivovarnicitel.cz,1,0
317,Novodvorský pivovar,NULL,Česká republika,restaurační pivovar,Nové Dvory,Olomoucký kraj,"Nové Dvory 70, Lipník nad Bečvou",2015,NULL,Yveta Vaculíková fyzická osoba,https://www.pivovarnovedvory.cz/,1,1
318,Panský pivovar Týn nad Bečvou,NULL,Česká republika,minipivovar,Lipník nad Bečvou,Olomoucký kraj,"Zahradní 1330, Lipník nad Bečvou",2020,NULL,Pivovar Týn s.r.o.,https://pivovar-tyn.cz,0,0
319,Parník,NULL,Česká republika,restaurační pivovar,Přerov,Olomoucký kraj,"Tovární 6, Přerov",2009,62361449,Minipivovar Parník s.r.o.,https://www.parnikpivovar.cz/,1,1
320,Pidipivovar Pod Kalousem,NULL,Česká republika,minipivovar,Žerotín,Olomoucký kraj,Žerotín 101,2020,NULL,Martin Trokan fyzická osoba,https://podkalousem.cz,0,0
321,Pivovárek Melichárek,NULL,Česká republika,minipivovar,Horka nad Moravou,Olomoucký kraj,"1.máje 10, Horka nad Moravou",2013,NULL,Petr Melichárek fyzická osoba,https://pivovarekmelicharek.cz,1,1
322,Riegrovka,NULL,Česká republika,uzavřený pivovar,Olomouc,Olomoucký kraj,"Riegrova 22, Olomouc",2016,10778756,Riegrovka s.r.o.,https://www.riegrovka.cz,0,0
323,Rodák,NULL,Česká republika,létající pivovar,Prostějov,Olomoucký kraj,"Hlaváčkovo náměstí 217/1, Prostějov",2017,5559901,Pivovar Rodák s.r.o.,https://pivovarrodak.cz,NULL,0
324,Řemeslný pivovar Husar,NULL,Česká republika,minipivovar,Koválovice-Osíčany,Olomoucký kraj,Koválovice-Osíčany 57,2015,NULL,TEROSOL s.r.o.,https://www.pivohusar.cz,1,1
325,Sternbeer Šternberk,NULL,Česká republika,minipivovar,Šternberk,Olomoucký kraj,"Bezručova 14, 78501 Šternberk",2016,NULL,NULL,https://www.sternbeer.cz/,NULL,1
326,Svatováclavský pivovar,NULL,Česká republika,restaurační pivovar,Olomouc,Olomoucký kraj,"Mariánska 4, Olomouc",2006,28594410,SVATOVÁCLAVSKÝ PIVOVAR s.r.o.,https://svatovaclavsky-pivovar.cz,1,1
327,Švejk restaurant U Mačáků / Mačák Hodolany,NULL,Česká republika,uzavřený pivovar,Olomouc,Olomoucký kraj,"Elišky Krásnohorské 24, Olomouc",2013,NULL,NULL,NULL,0,0
328,Trubadúr,NULL,Česká republika,uzavřený pivovar,Troubelice,Olomoucký kraj,"Troubelice 252, Troubelice",2014,NULL,NULL,NULL,0,0
329,Tvarg,NULL,Česká republika,restaurační pivovar,Velká Bystřice,Olomoucký kraj,"Pivovarská 899, Velká Bystřice",2020,NULL,Tavoretus a.s.,https://www.tvarg.cz/,1,1
330,Twinberg,NULL,Česká republika,minipivovar,Olomouc,Olomoucký kraj,"Řepčínská 340/105, 779 00 Olomouc 9",2023,6998411,TWINBERG Brew s.r.o.,https://www.twinberg.cz/,1,1
331,U Císařské cesty,NULL,Česká republika,uzavřený pivovar,Držovice,Olomoucký kraj,"Olomoucká 262, Držovice",2014,NULL,PLACER EMINENT group s.r.o.,NULL,0,0
332,U Jirsáka,NULL,Česká republika,restaurační pivovar,Šumperk,Olomoucký kraj,"Vikýřovice 128,  Vikýřovice",2017,NULL,TERASA s.r.o.,https://penzionjirsak.cz/,0,1
333,U krále Ječmínka,NULL,Česká republika,restaurační pivovar,Prostějov,Olomoucký kraj,"Újezd 4a, Prostějov",2000,24199966,U krále Ječmínka s.r.o.,https://www.ujecminka.cz/,1,1
334,Velkorakovský minipivovar,NULL,Česká republika,minipivovar,Raková u Konice,Olomoucký kraj,"Raková u Konice 116, Raková u Konice",2017,NULL,Velkorakovský minipivovar s. r. o.,https://www.velkorakovskepivo.cz/,NULL,NULL
335,Welzl Zábřeh,NULL,Česká republika,restaurační pivovar,Zábřeh,Olomoucký kraj,"Krumpach 24a, Zábřeh",2016,NULL,NULL,https://www.zabreh-pivovar.cz/pivnice-118/,1,1
336,Z-Stage,NULL,Česká republika,minipivovar,Velká Bystřice,Olomoucký kraj,"ČSA 556, Velká Bystřice",2017,NULL,NULL,https://z-stage.cz,1,NULL
337,Zámecký pivovar Sobotín,NULL,Česká republika,minipivovar,Sobotín,Olomoucký kraj,"Sobotín 13, Sobotín",2014,NULL,NULL,https://www.resortsobotin.cz/apartmany-albert/cz/Degustace-piva/,1,1
338,Zlosin,NULL,Česká republika,restaurační pivovar,Velké Losiny,Olomoucký kraj,"Žárovská 10, Velké Losiny",2016,4794036,Zlosin s.r.o.,https://zlosin.com/,1,1
339,Zubr,NULL,Česká republika,průmyslový pivovar,Přerov,Olomoucký kraj,"Komenského 35, Přerov",1872,9720618,Pivovary Zubr a.s.,https://www.zubr.cz/,1,1
340,Arnošt,NULL,Česká republika,uzavřený pivovar,Pardubice,Pardubický kraj,"Palackého 250, Pardubice",2016,761541,Arnošt Panhans,NULL,0,0
341,Bahno Prachovice,NULL,Česká republika,uzavřený pivovar,Prachovice,Pardubický kraj,"Bučina 233, Prachovice",2020,NULL,Pivovar Bahno s.r.o.,NULL,0,0
342,Bartoš,NULL,Česká republika,létající pivovar,Horní Dobrouč,Pardubický kraj,Horní Dobrouč 17,2021,14055112,"Pivovar Bartoš a.s., v likvidaci",https://bartos.cz,0,0
343,Beer Poets,NULL,Česká republika,létající pivovar,Pardubice,Pardubický kraj,"Bělobranské náměstí 9, Pardubice",2017,NULL,Létající pivovar Beer Poets,https://beerpoets.webnode.cz,1,0
344,Dašice,NULL,Česká republika,restaurační pivovar,Dašice,Pardubický kraj,"Komenského 27, Dašice",2017,3259803,Pivovar Dašice CR s.r.o.,https://dasickesklepy.cz/,1,1
345,Faltus,NULL,Česká republika,restaurační pivovar,Česká Třebová,Pardubický kraj,"Moravská 207, Česká Třebová",2012,1191284,Adam Faltus,https://www.faltus.cz/,1,1
346,Filištín,NULL,Česká republika,minipivovar,Chrudim,Pardubický kraj,"Filištínská 34, Chrudim",2017,4897889,Chrudimský pivovar Filištín s.r.o.,https://www.facebook.com/profile.php?id=100063562420871#,0,NULL
347,Fousek Loučky,NULL,Česká republika,uzavřený pivovar,Lukavice - Loučky,Pardubický kraj,"Loučky 1, 538 21 Lukavice - Loučky",2022,NULL,NULL,NULL,0,0
348,Kalous,domovarnictví,Česká republika,domovarnictví,Neuvedeno,Olomoucký kraj,"Žerotín 101, 784 01 p. Litovel",2020,NULL,NULL,https://podkalousem.cz/,0,0
349,Kutílkova palírna a pivovar,NULL,Česká republika,minipivovar,Žlebské Chvalovice,Pardubický kraj,"Žlebské Chvalovice 88, Třemošnice",2010,45520241,Jaroslav Kutílek fyzická osoba,kutilkovapalirna.cz,1,1
350,Letohradský Jelen,NULL,Česká republika,minipivovar,Žamberk,Pardubický kraj,"Na Drahách 444, Žamberk",2014,1685422,JZD Letohrad a.s.,https://www.facebook.com/letohradskyjelen/?locale=cs_CZ,0,NULL
351,Loutkář,NULL,Česká republika,restaurační pivovar,Chrudim,Pardubický kraj,"Čs. armády 421, Chrudim",2020,8541957,PIVOVAR LOUTKÁŘ s.r.o.,https://pivovarloutkar.cz,1,1
352,Medlešice,NULL,Česká republika,restaurační pivovar,Medlešice,Pardubický kraj,"Medlešice 2, Chrudim - Medlešice",2000,15054594,FC Viking Medlešice,https://www.medlesice.cz,1,1
353,Mejto,Kujeba,Česká republika,minipivovar,Vysoké Mýto,Pardubický kraj,"Masarykovo náměstí 155, Vysoké Mýto",2015,NULL,Evžen Řehák fyzická osoba,https://www.pivovarmejto.cz,1,1
354,Měšťanský pivovar Kujebák,NULL,Česká republika,restaurační pivovar,Vysoké Mýto,Pardubický kraj,"Husova 216, Vysoké Mýto",2018,NULL,Marek Mandík fyzická osoba,https://www.pivovarkujebak.cz,1,1
355,Měšťanský pivovar Ústí nad Orlicí,NULL,Česká republika,restaurační pivovar,Ústí nad Orlicí,Pardubický kraj,"Třebovská 1, Ústí nad Orlicí - Hylváty",2022,NULL,"HELP, silnice - železnice s.r.o.",https://pivovar-ustinadorlici.cz,1,1
356,Minipivovar Bahno,NULL,Česká republika,uzavřený pivovar,Pardubice,Pardubický kraj,"náměstí Jana Pernera 217, Pardubice",2016,NULL,Martin Lammers fyzická osoba,NULL,0,0
357,Mlejn,NULL,Česká republika,minipivovar,Rozstání,Pardubický kraj,"Rozstání 31, 571 01 Rozstání",2022,10743031,Pivovar Mlejn s.r.o.,https://preview.mailerlite.io/preview/193837/sites/69284473220367436/,1,0
358,Mordýř,NULL,Česká republika,minipivovar,Dolní Ředice,Pardubický kraj,"Dašická 300, Dolní Ředice",2013,1445553,PIVOVAR MORDÝŘ s.r.o.,https://pivovarmordyr.cz,1,1
359,Na Políčkách,NULL,Česká republika,minipivovar,Polička,Pardubický kraj,"Jungmannova 325, Polička",2022,NULL,Pivovar Na Políčkách,https://www.facebook.com/pivovarnapolickach/?locale=cs_CZ,0,NULL
360,Pardubický pivovar,NULL,Česká republika,průmyslový pivovar,Pardubice,Pardubický kraj,"Palackého třída 250, Pardubice",1871,47468556,Pardubický pivovar a.s.,https://pardubicky.cz,0,0
361,Pol A Czech,NULL,Česká republika,létající pivovar,Žamberk,Pardubický kraj,"Na Drahách 444, Žamberk",2015,NULL,NULL,https://www.facebook.com/polaczechpivovar/?locale=cs_CZ,0,0
362,Polička,NULL,Česká republika,průmyslový pivovar,Polička,Pardubický kraj,"Pivovarská 151, Polička",1517,45705,Bytové družstvo Polička,https://www.policka.cz,0,0
363,Rychtář,"Pivovary Lobkowicz, a.s.",Česká republika,průmyslový pivovar,Hlinsko v Čechách,Pardubický kraj,"Resslova 260, Hlinsko v Čechách",1913,NULL,Pivovar Rychtář a.s.,https://www.rychtar.cz/,1,1
364,Svitavský pivovárek Na Kopečku,NULL,Česká republika,restaurační pivovar,Svitavy,Pardubický kraj,"Radiměřská 5a, Svitavy",2011,NULL,Brewmasters s.r.o.,https://www.pivovareknakopecku.cz/,1,1
365,Třebovský mlýn,NULL,Česká republika,minipivovar,Dlouhá Třebová,Pardubický kraj,"Na Rybníku 75, Dlouhá Třebová",2019,NULL,"Tomáš Buček CONSULTING, s.r.o.",https://www.facebook.com/Trebovskymlyn1/,0,NULL
366,U Černého medvěda,NULL,Česká republika,restaurační pivovar,Jablonné nad Orlicí,Pardubický kraj,"Náměstí 5. května 24, Jablonné nad Orlicí",2016,NULL,Adlerka spol. s r.o.,https://www.cernymedved.cz,1,1
367,U Vojtěchů,NULL,Česká republika,restaurační pivovar,Pardubice,Pardubický kraj,"Pod Lipami 24, Pardubice",2020,NULL,Martin Vojtěch fyzická osoba,https://www.pivovaruvojtechu.cz/,1,1
368,Veselka,NULL,Česká republika,restaurační pivovar,Litomyšl,Pardubický kraj,"Terezy Novákové 64, Litomyšl",2013,951773,Michal Veselka,https://www.veselka.cz/,1,1
369,Vichr,NULL,Česká republika,minipivovar,Jaroměřice,Pardubický kraj,"Jaroměřice 23, 56944 Jaromeric",2019,6886299,VIcHR Jaroměřický minipivovar s.r.o.,https://pivovichr.cz,1,1
370,Volf,NULL,Česká republika,minipivovar,Široký Důl,Pardubický kraj,"Široký Důl 62, 57201 Polička",2018,670944,J.I. Volf s.r.o.,https://volf.com,0,1
371,Žamberecký kanec,NULL,Česká republika,restaurační pivovar,Žamberk,Pardubický kraj,"České armády 1400, Žamberk",1997,NULL,ERADO a.s,https://pivovarzamberk.cz/,1,1
372,1. Roudenský pivovar,NULL,Česká republika,restaurační pivovar,Plzeň,Plzeňský kraj,"Na Roudné 17, Plzeň",2018,NULL,ROUDNÁ SOBĚ s.r.o.,https://www.saloonroudna.cz,0,1
373,Akciový pivovar Letiny,NULL,Česká republika,restaurační pivovar,Letiny,Plzeňský kraj,Letiny 66,2013,3103854,Akciový pivovar LETINY a.s.,https://www.facebook.com/pivovarletiny/?locale=cs_CZ,0,1
374,Beer Factory,NULL,Česká republika,uzavřený pivovar,Plzeň,Plzeňský kraj,"Dominikánská 8, Plzeň",2016,NULL,Beer Factory s.r.o.,https://beer-factory.cz/,0,0
375,Belvedér,NULL,Česká republika,restaurační pivovar,Železná Ruda,Plzeňský kraj,"Železná Ruda 189, Železná Ruda",2007,3936686,Hotel a Pivovar Belveder Železná Ruda s.r.o.,https://www.hotelbelveder.cz/belveder/pivovar.asp,0,1
376,Bezděkov,NULL,Česká republika,uzavřený pivovar,Bezděkov,Plzeňský kraj,"Bezděkov 75, 339 01 Bezděkov",2014,255220,Obec Bezděkov,NULL,0,0
377,Blahovar,NULL,Česká republika,uzavřený pivovar,Plzeň,Plzeňský kraj,"Mozartova 1, Plzeň",2015,NULL,"Blahovar, spol. s r.o.",NULL,0,0
378,Čepický minipivovar,NULL,Česká republika,minipivovar,Rabí,Plzeňský kraj,"Čepice 4, Rabí-Čepice",2017,5450659,Čepický minipivovar s.r.o.,https://www.facebook.com/minipivovarcepice/?locale=cs_CZ,0,NULL
379,Elektrárna,Proud,Česká republika,minipivovar,Plzeň,Plzeňský kraj,"U Prazdroje 64/7, Plzeň",2020,NULL,"Plzeňský Prazdroj,a.s.",https://pivozelektrarny.cz,1,1
380,Groll,NULL,Česká republika,uzavřený pivovar,Plzeň,Plzeňský kraj,"Truhlářská 10, Plzeň",2008,29113539,Pivovar Groll a.s.,NULL,0,0
381,Chodovar,NULL,Česká republika,průmyslový pivovar,Chodová Planá,Plzeňský kraj,"Pivovarská 107, Chodová Planá",1573,18252125,CHODOVAR spol. s r.o.,https://www.chodovar.cz/id1001cz-home.htm,1,NULL
382,Joe’s Garage,NULL,Česká republika,minipivovar,Plzeň,Plzeňský kraj,"K Fořtovně 7, Plzeň",2006,29138973,Joe's Garage Live s.r.o.,https://www.joesgarage.cz/cs,0,NULL
383,Kalikovar,NULL,Česká republika,restaurační pivovar,Plzeň,Plzeňský kraj,"Radčická 60/40, Plzeň",2017,NULL,"Plzeňské měšťanské pivovary, s.r.o.",NULL,NULL,1
384,Kašperskohorský pivovar,NULL,Česká republika,restaurační pivovar,Kašperské Hory,Plzeňský kraj,"Náměstí 5, Kašperské Hory",2016,NULL,Kašperský pivovar s.r.o.,https://www.kasperskypivovar.cz,1,1
385,KH Gurmán,NULL,Česká republika,restaurační pivovar,Horšovský Týn,Plzeňský kraj,"Náměstí Republiky 2, Horšovský Týn",2014,NULL,1.JK - TREND STAV s.r.o.,https://www.hotel-gurman.cz,1,1
386,Klenot Radnice,NULL,Česká republika,minipivovar,Radnice,Plzeňský kraj,"Puchmajerova 639, 338 28 Radnice",2014,65552890,Zdeněk Mulač fyzická osoba,www.pivovar-radnice.cz,1,1
387,Knížecí Pivovar Plasy,NULL,Česká republika,restaurační pivovar,Plasy,Plzeňský kraj,Pivovarská 34,2015,29370256,Knížecí pivovar Plasy s.r.o.,https://www.pivovarplasy.cz,0,1
388,Kout na Šumavě,NULL,Česká republika,uzavřený pivovar,Kout na Šumavě,Plzeňský kraj,"Kout na Šumavě 2, Kout na Šumavě",1736,22478566,STADIONER PIVOVAR KOUT NA ŠUMAVĚ s.r.o.,https://www.koutnasumave.cz/,0,0
389,Kozojedy,NULL,Česká republika,restaurační pivovar,Kozojedy,Plzeňský kraj,"Kozojedy 120, 331 41 Kozojedy",2016,4902751,Pivovar Kozojedy s.r.o.,https://pivovarkozojedy.cz,NULL,1
390,Létající Pivovar Zbirožák,NULL,Česká republika,létající pivovar,Zbiroh,Plzeňský kraj,Zbiroh,2020,NULL,Létající pivovar Zbirožák,https://www.facebook.com/pivovarzbirozak/,0,0
391,Loužek,domovarnictví,Česká republika,domovarnictví,Kamenný Újezd,Plzeňský kraj,Kamenný Újezd 268,2015,5343607,Lubomír Otec fyzická osoba,www.louzek.cz,0,0
392,Lyer Modrava,NULL,Česká republika,restaurační pivovar,Modrava,Plzeňský kraj,"Modrava 2e, Kašperské Hory",2014,4050029,LYER MODRAVA s.r.o.,https://www.pivovarmodrava.cz/lyer/,0,1
393,Městský pivovar Domažlice,NULL,Česká republika,restaurační pivovar,Domažlice,Plzeňský kraj,"Pivovarská 10, Domažlice",2020,NULL,Domažlické městské lesy spol. s r. o.,https://www.pivovardomazlice.cz,1,1
394,Měšťanský pivovar v Klatovech,NULL,Česká republika,minipivovar,Klatovy,Plzeňský kraj,Budovcova 833,2015,NULL,NULL,http://www.klatovskepivo.cz/,0,0
395,Modrá Hvězda,NULL,Česká republika,restaurační pivovar,Dobřany,Plzeňský kraj,"Náměstí TGM 159, Dobřany",1998,670936,Pivovar - restaurant MODRÁ HVĚZDA s.r.o.,https://www.modra-hvezda.cz/,1,1
